Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_OUT010,Outlet_OUT013,Outlet_OUT017,Outlet_OUT018,Outlet_OUT019,Outlet_OUT027,Outlet_OUT035,Outlet_OUT045,Outlet_OUT046,Outlet_OUT049
FDX22,0.13277761238463825,1,0.12184671637541253,13,0.7563837445415589,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCF19,0.5028282226853229,0,0.11031287969525067,9,0.06924240572092172,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NCE06,0.07561774337600474,0,0.2994686922176738,9,0.5522083341822356,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRC27,0.5504614468591842,0,0.18869059469319552,4,0.9057370508458462,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDE21,0.4909199166418577,0,0.06816279070383066,6,0.3618836121128157,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NCR42,0.270913962488836,0,0.2198135490042935,9,0.0033956087987015438,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDX51,0.2944328669246799,1,0.06540134127177516,10,0.6946362963415711,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCR06,0.4730574575766597,0,0.011417317159833643,9,0.047204055715149185,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDU31,0.35397439714200657,1,0.07488402303835287,6,0.7914349163661554,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDU59,0.07293837451622509,0,0.3172194078396569,1,0.5643722538013841,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDR03,0.6635903542721047,1,0.01814456033264814,10,0.7377299676058922,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDS49,0.2646621018160166,0,0.2583112040787798,3,0.20829683053874734,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDD48,0.3477225364691872,0,0.16290426404296057,0,0.35113820806932483,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCF18,0.8213754093480203,0,0.29293011762837623,9,0.6827737370033073,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCD43,0.2557308722834177,0,0.043681554341271515,9,0.3060564078533641,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCD54,0.9851146174456684,0,0.08966708751677091,9,0.4757612954926689,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDY19,0.9047335516522774,0,0.2260214985275917,6,0.3622970274840577,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCY54,0.23072342959214048,0,0.5736224597686131,9,0.6054888318426611,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL19,0.6427508186960404,0,0.04297136752830659,11,0.48199393544268554,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDP23,0.12831199761833878,0,0.193617009860992,1,0.7891674985908224,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDC26,0.33581423042572195,0,0.41137648732410576,3,0.34337499745329336,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDR14,0.4224471568919321,0,0.8990671122417294,4,0.10415945099796944,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCS41,0.493896993152724,0,0.1729204001091659,8,0.645041732032136,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDF41,0.45221792200059546,0,0.42678632657073573,5,0.9204476770640209,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDU34,0.8154212563262877,0,0.24584034489624063,13,0.39734819930865406,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRH11,0.08484668055969041,0,0.24704430211750344,7,0.10938699074357042,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDM03,0.48198868710925874,0,0.4007545518897439,10,0.320052258419412,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDS31,0.5087823757070555,1,0.142349374856667,6,0.635580717016754,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDJ20,0.9612980053587377,1,0.3295854440402647,6,0.3864576329890186,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDV44,0.22685323012801428,1,0.12595295828681077,6,0.6682082730612772,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDG02,0.19648704971717773,0,0.027272528817565783,3,0.668632724161115,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDA09,0.5236677582613873,1,0.4673368386822813,13,0.6297835638951708,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT04,0.7558797261089609,0,0.3496524259772689,5,0.03010292090268865,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDL58,0.07293837451622509,1,0.4225920236880348,13,0.9845856338582946,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDE52,0.3477225364691872,1,0.0925085986825015,4,0.24983785967986202,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDW12,0.2238761536171479,1,0.11190898983197695,0,0.4819828997140898,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDL51,0.9612980053587377,1,0.15365983908900696,4,0.7797064835754403,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCY42,0.108663292646621,0,0.04068513301710344,9,0.4671381469483664,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDR07,1.0,0,0.25573996641186114,6,0.27809781390705546,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDN40,0.07889252753795772,0,0.28357623013943356,5,0.5153252314107397,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDB35,0.4611491515331944,1,0.20953871991628695,15,0.2508098526984903,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDA22,0.17147960702590054,0,0.277985663428086,15,0.570996237665451,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL06,0.6010717475439118,0,0.23544892409304938,9,0.9816255118880264,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDI35,0.5623697529026497,0,0.13145548627416678,15,0.636563745763978,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCW42,0.8124441798154212,0,0.19032521181988882,9,0.8079664378026337,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCX06,0.7767192616850254,0,0.04287075644526551,9,0.6316154948420702,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDC37,0.6516820482286394,0,0.10207601569101324,0,0.3264190249169774,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDZ14,0.18785352783566533,1,0.15373659325130595,4,0.3866138309937589,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DRG49,0.19380768085739802,0,0.22042614447878692,14,0.9081496308973236,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NCG06,0.7022923489133672,0,0.0909766350228563,9,0.9549071640554434,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DRC36,0.5028282226853229,1,0.1445127501912611,14,0.6044837316382454,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDV21,0.4135159273593331,0,0.9217017147475518,13,0.3972030370325096,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDB53,0.5236677582613873,0,0.4528511085035989,5,0.4980899700507304,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRP47,0.666567430782971,0,0.7721579662309078,7,0.9386659671712541,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDA14,0.6874069663590354,0,0.21229516496631165,4,0.4833903795611515,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC24,0.791604644239357,0,0.07469802339226686,14,0.5153252314107397,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDW21,0.04674010122060135,1,0.008566307285667419,13,0.2943390107912448,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCH29,0.05686216135754685,0,0.10814751686728921,8,0.28048832250134137,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDU58,0.12235784459660615,1,0.08918351764724786,13,0.6680851822423243,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDY27,0.108663292646621,0,0.09988052656268051,4,0.6211604153508683,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDV56,0.6874069663590354,1,0.03542534373539225,6,0.3296694714395344,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDT59,0.5415302173265852,0,0.043572913779040406,1,0.8458325693213536,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDB23,0.8719857100327477,1,0.007149494431708099,15,0.8243527969629676,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDR49,0.24739505805299195,0,0.4530337565219928,3,0.06344525259933856,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDB03,0.7856504912176243,1,0.8185767644155302,4,0.8954381693593845,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDN39,0.8809169395653469,1,0.15658491943582864,10,0.5708510753893066,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDX02,0.6814528133373028,0,0.18424316308883223,4,0.8143111328430075,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDQ16,0.9017564751414111,0,0.13241255704399135,5,0.3247101847890309,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDU35,0.11223578445966065,0,0.26021712173538525,1,0.28939075986933704,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT29,0.4790116105983923,0,0.20870532578161397,8,0.38561976651793906,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ27,0.20125037213456382,0,0.04794018471443351,4,0.07149878776765886,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDN57,0.8154212563262877,0,0.17666631273449113,13,0.4631839605022785,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDA03,0.8303066388806193,1,0.146467135901101,4,0.4852333462366467,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ36,0.08812146472164334,1,0.2149333240109593,0,0.655496811523338,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCU05,0.43137838642453114,0,0.1906614209593341,8,0.21168140360885304,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT39,0.10151830902054182,1,0.022435891266592727,10,0.5086902118180768,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDK60,0.711223578445966,1,0.30896415590970244,0,0.27978458257781036,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ25,0.6635903542721047,1,0.08497235522034527,3,0.58569582815503,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDG12,0.12384638285203925,1,0.00976410671707684,0,0.3854856399703903,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRB01,0.16880023816612083,0,0.46702664480653394,14,0.680238066132877,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCC43,0.16880023816612083,0,0.3022395513738065,9,0.930891720826627,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDX13,0.18874665078892522,0,0.27381423502085167,3,0.9224137345584691,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDM22,0.5623697529026497,1,0.1340787496919042,13,0.09241998247865862,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDJ03,0.46412622804406073,1,0.23537474687753063,4,0.07461510774266719,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDU14,0.7856504912176243,0,0.10480971157250335,4,0.927361985480377,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDB33,0.7856504912176243,0,0.0732626951150146,6,0.5421777057908712,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDP27,0.21434950878237563,0,0.3896922679717501,10,0.6764180062343378,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDO38,0.7558797261089609,0,0.39754296702993414,3,0.19273730212089726,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDE28,0.2944328669246799,1,0.42915054239472916,5,0.852199335818919,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDO27,0.09645727895206907,1,0.5746620817342374,10,0.27201033623318327,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DRL23,0.8213754093480203,0,0.041180662899657806,7,0.32175006281876284,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDS28,0.21583804703780884,1,0.2696644979345803,5,0.10470699291676006,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDX24,0.226257814825841,0,0.03656627230321048,0,0.26000261461877505,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ02,0.1399225960107175,1,0.12076506025227723,4,0.2762438115029644,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDL46,0.9404584697826734,0,0.17539987077568558,13,0.36357038078357073,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDS60,0.9702292348913368,0,0.10061572976267347,0,0.6259635039966316,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCO06,0.8749627865436143,0,0.35508930265351313,9,0.007494957520933931,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDO16,0.055075915451027135,0,0.040742016725763885,5,0.22638099409843196,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDC60,0.0518011312890741,1,0.37436676704965444,0,0.2379532288844067,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDA48,0.44924084548972903,0,0.37657896296850396,0,0.8018789601287615,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ36,0.08812146472164334,1,0.22409255714876603,0,0.6584679692222019,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDK27,0.38374516225066985,0,0.01910274774914964,10,0.3793981622965181,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDW23,0.07204525156296515,0,0.2694825657745822,0,0.031945887578183896,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDM14,0.5504614468591842,0,0.03445709205228266,3,0.33461772236144216,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDM14,0.5504614468591842,0,0.03422807339053877,3,0.3265531514645261,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDW60,0.05269425424233404,1,0.047853198835304867,0,0.6220203532791394,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDE21,0.4909199166418577,0,0.06811134916929959,6,0.36145916101297804,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCM42,0.09377791009228936,0,0.08685561977832515,9,0.3315014023864339,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDY59,0.21673116999106878,0,0.16997051663109733,0,0.26594493001650266,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRI49,0.5713009824352486,0,0.5889978089976212,14,0.21238514353238394,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDT28,0.520690681750521,0,0.3636187365806266,5,0.5092598251940591,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDQ22,0.7261089610002978,0,0.09220868717570377,13,0.03519633410074094,OUT018,2009,1,2,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDR60,0.5802322119678476,0,0.42509245421086767,0,0.19203356219736636,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDC50,0.6725215838047036,0,0.7515275851524577,3,0.26918434081046394,OUT019,1985,2,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDV24,0.0643048526347127,0,0.3374977448528237,0,0.511527242969392,OUT013,1987,0,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRF48,0.06996129800535877,0,0.1282896848500571,14,0.6668118289428112,OUT010,1998,2,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDQ47,0.15480797856504913,1,0.5416693189613089,1,0.022484872562801794,OUT046,1997,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRN36,0.6338195891634415,0,0.16214504363018967,14,0.2804993582299371,OUT049,1999,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NCY06,0.6367966656743078,0,0.19902561757234352,9,0.41301978281686125,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDE52,0.3477225364691872,1,0.09227915012060453,4,0.2472911530808359,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NCB54,0.25037213456385826,0,0.1617999035889531,8,0.4059603121243608,OUT045,2002,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCF31,0.27240250074426914,0,0.1675121742905526,9,0.5149118160394976,OUT035,2004,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDJ08,0.3896993152724025,0,0.3598941993269254,6,0.6727320728833474,OUT027,1985,1,2,3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCC07,0.8958023221196785,0,0.07215688149215552,9,0.3175165875489817,OUT017,2007,2,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
